PMID	DOI	Title	Year	PublicationTypes
39756116	10.1016/j.tice.2024.102703	The potential of bone marrow derived mesenchymal stem cells in treating cisplatin induced sensorineural hearing loss in a guinea pig animal model.	2024	Journal Article
39530276	10.1002/lary.31902	Antioxidant Therapies in the Treatment of Aminoglycoside-Induced Ototoxicity: A Meta-Analysis.	2024	Journal Article
39653098	10.1016/j.cbpc.2024.110103	Impacts of an environmental ototoxic pollutant on fish fighting behaviors.	2024	Journal Article
39654065	10.1002/pbc.31479	Otoprotective Effects of Sodium Thiosulfate by Demographic and Clinical Characteristics: A Report From Children's Oncology Group Study ACCL0431.	2024	Journal Article
39676140	10.1007/s12264-024-01334-8	Inhibition of the cGAS‑STING Pathway Reduces Cisplatin-Induced Inner Ear Hair Cell Damage.	2024	Journal Article
39312737	10.1044/2024_AJA-24-00065	Ototoxic Drug Exposure and Hearing Loss in Neonates: A Scoping Review.	2024	Journal Article
40093437	10.1007/s12070-025-05362-2	Effects of Kanamycin on Hearing and Vestibular Function in Multidrug-Resistant Tuberculosis Patients.	2024	Journal Article
40093441	10.1007/s12070-024-05299-y	Investigating Hearing Function in Paediatric Patients with Cancer in South Africa.	2024	Journal Article
40093470	10.1007/s12070-025-05372-0	A follow-up Study of Effect of PDE5i Drugs on Extended High-frequency Hearing.	2024	Journal Article
40046909	10.1002/oto2.70097	Impact of Cisplatin on Hearing: Analysis Using PTA, High-Frequency Audiometry, DPOAE, and Speech-in-Noise Test.	2024	Journal Article
40109278	10.3389/fncel.2025.1552051	Paving the way for better ototoxicity assessments in cisplatin therapy using more reliable animal models.	2024	Journal Article
40098168	10.1186/s40360-025-00890-7	A disproportionality analysis of adverse events associated with loop diuretics in the FDA Adverse Event Reporting System (FAERS).	2024	Journal Article
40319645	10.1016/j.talanta.2025.128246	An intelligent hydrogel detection platform based on colorimetric and SERS techniques for real-time and sensitive detection of kanamycin.	2024	Journal Article
40628435	10.15537/smj.2025.46.7.20241075	Prevalence and determinants of hearing loss in systemic lupus erythematosus: A cross-sectional study in a tertiary care center in Saudi Arabia.	2024	Journal Article
40993235	10.1038/s41366-025-01912-4	Ototoxic impacts of adipose-derived extracts on a murine auditory cell line: molecular insights from proteomic analyses.	2024	Journal Article
38927933	10.3390/cancers16122228	Audiological Outcomes of Weekly vs. Triweekly Cisplatin in Head and Neck Cancer with Cochlear-Sparing Intensity-Modulated Radiation Therapy.	2024	Journal Article
38928480	10.3390/ijms25126774	The miR-182-5p/GPX4 Pathway Contributes to Sevoflurane-Induced Ototoxicity via Ferroptosis.	2024	Journal Article
39061830	10.3390/antiox13070761	Efficacy and Mechanisms of Antioxidant Compounds and Combinations Thereof against Cisplatin-Induced Hearing Loss in a Rat Model.	2024	Journal Article
38993640	10.3389/fonc.2024.1372812	The "appearing" and "disappearing" ascites in the treatment of colorectal cancer: a case report.	2024	Case Reports
39000202	10.3390/ijms25137096	Ultrasound-Mediated Lysozyme Microbubbles Targeting NOX4 Knockdown Alleviate Cisplatin-Exposed Cochlear Hair Cell Ototoxicity.	2024	Journal Article
39006231	10.3389/fneur.2024.1412645	Re-telling the story of aminoglycoside ototoxicity: tales from sub-Saharan Africa.	2024	Journal Article
37974405	10.1080/14740338.2023.2284989	Newly identified adverse events for gemcitabine using the Food and Drug Administration Adverse Event Reporting System.	2024	Journal Article
38661261	10.1002/tox.24285	Ototoxicity among cisplatin, carboplatin, and oxaliplatin in zebrafish model.	2024	Journal Article
38838775	10.1016/j.jbc.2024.107436	LRRC8/VRAC volume-regulated anion channels are crucial for hearing.	2024	Journal Article
38840194	10.1186/s13578-024-01258-w	Chemical screen in zebrafish lateral line identified compounds that ameliorate neomycin-induced ototoxicity by inhibiting ferroptosis pathway.	2024	Journal Article
38842797	10.1001/jamaoncol.2024.1233	Comprehensive Audiologic Analyses After Cisplatin-Based Chemotherapy.	2024	Journal Article
38987330	10.1038/s41598-024-66635-4	Hyperosmotic sisomicin infusion: a mouse model for hearing loss.	2024	Journal Article
39005374	10.1101/2024.05.30.596537	Multiple mechanisms of aminoglycoside ototoxicity are distinguished by subcellular localization of action.	2024	Journal Article
39053960	10.1136/bmjopen-2023-078379	Safety of high-dose amikacin in the first week of all-oral rifampicin-resistant tuberculosis treatment for the prevention of acquired resistance (STAKE): protocol for a single-arm clinical trial.	2024	Journal Article
39047106	10.1126/sciadv.adk9878	Macrophage depletion protects against cisplatin-induced ototoxicity and nephrotoxicity.	2024	Journal Article
39201833	10.3390/children11080898	Confirming the Suitability of a Gentamicin Dosing Strategy in Neonates Using the Population Pharmacokinetic Approach with Truncated Sampling Duration.	2024	Journal Article
38929153	10.3390/antiox13060714	Nuciferine Protects Cochlear Hair Cells from Ferroptosis through Inhibiting NCOA4-Mediated Ferritinophagy.	2024	Journal Article
38839853	10.1038/s41598-024-63757-7	Higher exposure to 1,3-butadiene is associated with more severe hearing loss.	2024	Journal Article
38882992	10.7759/cureus.60429	Awareness and Attitude About Ototoxic Drugs Among Medical Doctors in Arar City, Saudi Arabia.	2024	Journal Article
38629053	10.3389/fnins.2024.1368816	Characterization of the neural circuitry of the auditory thalamic reticular nucleus and its potential role in salicylate-induced tinnitus.	2024	Journal Article
38663898	10.1136/bcr-2023-258686	Actinomycetoma in a patient with pre-existing sensorineural hearing loss: a linezolid-based treatment paradigm.	2024	Case Reports
38688426	10.1016/j.taap.2024.116947	SERCA2 protects against cisplatin-induced damage of auditory cells: Possible relation with alleviation of ER stress.	2024	Journal Article
38756707	10.3389/fnmol.2024.1379743	Ototoxicity: a high risk to auditory function that needs to be monitored in drug development.	2024	Journal Article
38740884	10.1038/s41598-024-61630-1	Suppression of the TGF-β signaling exacerbates degeneration of auditory neurons in kanamycin-induced ototoxicity in mice.	2024	Journal Article
38747600	10.1128/aac.01495-23	Gentamicin concentration and acute kidney injury in term neonates treated for neonatal sepsis with gentamicin and ampicillin-cloxacillin combination.	2024	Journal Article
39158163	10.5152/iao.2024.231288	The Impact of Oleuropein on Cisplatin-Induced Toxicity in Cochlear Cells in Relation to the Expression of Deoxyribonucleic Acid Damage-Associated Genes.	2024	Journal Article
38561601	10.1097/MAO.0000000000004178	Serum Prestin After Ototoxin Exposure Is Not Dependent on Outer Hair Cell Loss.	2024	Journal Article
38700578	10.1007/s10637-024-01437-z	Toxicity burden patterns of MET-selective tyrosine kinase inhibitors: evidence from real-world pharmacovigilance.	2024	Journal Article
38705005	10.1016/j.heares.2024.109022	Quantitative profiling of cochlear synaptosomal proteins in cisplatin-induced synaptic dysfunction.	2024	Journal Article
38718672	10.1016/j.heares.2024.109013	Susceptibility of mouse cochlear hair cells to cisplatin ototoxicity largely depends on sensory mechanoelectrical transduction channels both Ex Vivo and In Vivo.	2024	Journal Article
39204103	10.3390/ph17080998	Roles of Sirtuins in Hearing Protection.	2024	Journal Article
34965172	10.1177/01455613211069353	Bilateral Sensorineural Hearing Loss in the Setting of Acute Methamphetamine Overdose.	2024	Case Reports
38597272	10.1177/10815589241247796	Fluoxetine, fluvoxamine, and hearing loss or tinnitus after cisplatin treatment: A retrospective cohort study.	2024	Journal Article
38972209	10.1016/j.intimp.2024.112639	Histamine deficiency exacerbates cisplatin-induced ferroptosis in cochlea hair cells of HDC knockout mice.	2024	Journal Article
39259947	10.1021/acsnano.4c10610	Ototoxicity-Alleviating and Cytoprotective Allomelanin Nanomedicine for Efficient Sensorineural Hearing Loss Treatment.	2024	Journal Article
39355176	10.3389/fncel.2024.1458720	Combinatorial protection of cochlear hair cells: not too little but not too much.	2024	Journal Article
39335208	10.3390/cancers16183237	Optimizing Hearing Outcomes in Nasopharyngeal Cancer Survivors in the Era of Modern Radiotherapy and Systemic Therapy.	2024	Journal Article
39380912	10.3389/fphar.2024.1430469	Apoptosis, autophagy, ferroptosis, and pyroptosis in cisplatin-induced ototoxicity and protective agents.	2024	Journal Article
39417180	10.62347/OKGQ4382	Hearing loss during chemotherapy: prevalence, mechanisms, and protection.	2024	Journal Article
39333235	10.1038/s41598-024-70561-w	Modulating the unfolded protein response with ISRIB mitigates cisplatin ototoxicity.	2024	Journal Article
39138615	10.1080/08923973.2024.2390463	Ezetimibe protects against Gentamycin-induced ototoxicity in rats by antioxidants, anti-inflammatory mechanisms, and BDNF upregulation.	2024	Journal Article
39141082	10.1007/s00280-024-04706-z	Dexamethasone reduces cisplatin-induced hair cell damage by inducing cisplatin resistance through metallothionein-2.	2024	Journal Article
39186064	10.1097/MAO.0000000000004317	Protective Effect of Memantine on Cisplatin-Induced Ototoxicity: An In Vitro Study.	2024	Journal Article
39205353	10.1016/j.ecoenv.2024.116936	The ototoxicity of chlorinated paraffins via inducing apoptosis, oxidative stress and endoplasmic reticulum stress in cochlea hair cells.	2024	Journal Article
39264922	10.1097/MAO.0000000000004250	Protective Effects of Gastrodin Against Gentamicin-Induced Vestibular Damage by the Notch Signaling Pathway.	2024	Journal Article
39376413	10.1007/s12070-024-04830-5	Audiological Profile of a Rare Case with 1 kHz Notch Audiogram.	2024	Journal Article
39487741	10.3310/TGAC4201	Genedrive kit for detecting single nucleotide polymorphism m.1555A>G in neonates and their mothers: a systematic review and cost-effectiveness analysis.	2024	Journal Article
39525588	10.1016/j.apsb.2024.05.024	PGC-1<i>α</i>-mediated imbalance of mitochondria-lipid droplet homeostasis in neomycin-induced ototoxicity and nephrotoxicity.	2024	Journal Article
38917526	10.1016/j.intimp.2024.112464	Resveratrol shields against cisplatin-induced ototoxicity through epigenetic lncRNA GAS5 modulation of miR-455-5p/PTEN pathway.	2024	Journal Article
39340621	10.1007/s10517-024-06240-7	Ototoxic Effect of Nicotinamide Riboside.	2024	Journal Article
38806115	10.1016/j.radonc.2024.110346	Dosimetric analysis of hearing loss after cranial radiation therapy in children: A single-institution study from the French national registry PediaRT.	2024	Journal Article
38849049	10.1016/j.fct.2024.114792	Protective effects of Y-27632 against cisplatin-induced ototoxicity: A zebrafish model Y-27632 and cisplatin-induced ototoxicity.	2024	Journal Article
38906419	10.1016/j.jconrel.2024.06.043	Reversible opening of the blood-labyrinth barrier by low-pressure pulsed ultrasound and microbubbles for the treatment of inner ear diseases.	2024	Journal Article
38941893	10.1016/j.biopha.2024.117025	Activating transcription factor 6 contributes to cisplatin‑induced ototoxicity via regulating the unfolded proteins response.	2024	Journal Article
39067264	10.1016/j.aquatox.2024.107030	Unveiling the ototoxic effects of paraquat on zebrafish larva.	2024	Journal Article
39125546	10.3390/diagnostics14151670	Audiovestibular Dysfunction in Systemic Lupus Erythematosus Patients: A Systematic Review.	2024	Journal Article
39130317	10.1007/s12070-024-04701-z	Comparison of Intratympanic Oxytocin and Dexamethasone in Cisplatin Ototoxicity: An Experimental Study.	2024	Journal Article
39110778	10.1126/scitranslmed.adn2140	Piplartine attenuates aminoglycoside-induced TRPV1 activity and protects from hearing loss in mice.	2024	Journal Article
39135039	10.1186/s12951-024-02686-z	Crosslinked-hybrid nanoparticle embedded in thermogel for sustained co-delivery to inner ear.	2024	Journal Article
39193335	10.3389/fphar.2024.1430162	Investigation of METTL3 as an inhibitor of kanamycin-induced ototoxicity via stress granule formation.	2024	Journal Article
39072683	10.1097/MAO.0000000000004271	Regulation of the p53/SLC7A11/GPX4 Pathway by Gentamicin Induces Ferroptosis in HEI-OC1 Cells.	2024	Journal Article
39098177	10.1016/j.biopha.2024.117174	Mangiferin alleviates cisplatin-induced ototoxicity in sensorineural hearing loss.	2024	Journal Article
39110182	10.1007/s00109-024-02472-2	The caspase-inhibitor Emricasan efficiently counteracts cisplatin- and neomycin-induced cytotoxicity in cochlear cells.	2024	Journal Article
39291568	10.59556/japi.72.0672	Torsemide as a Primary Choice in Edema Associated with Heart Failure.	2024	Journal Article
39309510	10.1016/j.apsb.2024.04.030	Glycodiversification of gentamicins through <i>in vivo</i> glycosyltransferase swapping enabled the creation of novel hybrid aminoglycoside antibiotics with potent activity and low ototoxicity.	2024	Journal Article
40829719	10.1016/j.ijrobp.2025.08.021	Self-Perceived Hearing Outcomes With Radiation and Cisplatin or Radiation and Cetuximab for Patients With Human Papilloma Virus (HPV)-Positive Oropharyngeal Cancer-Results From NRG Oncology RTOG 1016.	2024	Journal Article
39765905	10.3390/antiox13121578	Cisplatin-Induced Hearing Loss, Oxidative Stress, and Antioxidants as a Therapeutic Strategy-A State-of-the-Art Review.	2024	Journal Article
38534236	10.3390/bios14030129	One-Step Detection of Vancomycin in Whole Blood Using the Lateral Flow Immunoassay.	2024	Journal Article
38474165	10.3390/ijms25052922	Modulating the Activity of the Human Organic Cation Transporter 2 Emerges as a Potential Strategy to Mitigate Unwanted Toxicities Associated with Cisplatin Chemotherapy.	2024	Journal Article
37700446	10.1097/AUD.0000000000001431	Occupational Lead Exposure Ototoxicity Evaluated With Distortion-Product Otoacoustic Emissions.	2024	Journal Article
37859596	10.1177/10915818231206665	Copper Chaperone Atox1 Protected the Cochlea From Cisplatin by Regulating the Copper Transport Family and Cell Cycle.	2024	Journal Article
38535923	10.3390/toxics12030191	Hearing Loss and Urinary <i>trans</i>,<i>trans</i>-Muconic Acid (<i>t</i>,<i>t</i>-MA) in 6- to 19-Year-Old Participants of NHANES 2017-March 2020.	2024	Journal Article
38331002	10.1016/j.jconrel.2024.02.005	Dual stimuli-responsive and sustained drug delivery NanoSensoGel formulation for prevention of cisplatin-induced ototoxicity.	2024	Journal Article
38506087	10.1111/jcmm.18207	4-octyl itaconate alleviates cisplatin-induced ferroptosis possibly via activating the NRF2/HO-1 signalling pathway.	2024	Journal Article
37601665	10.3389/fonc.2023.1247435	Case Report: A case of complete response to entrectinib in <i>NTRK</i> fusion gene-positive parotid gland cancer.	2023	Case Reports
37125651	10.1021/acschemneuro.2c00728	Exposure to Tetrabutylammonium Bromide Impairs Cranial Neural Crest Specification, Neurogenic Program, and Brain Morphogenesis.	2023	Journal Article
36943582	10.1007/s40272-023-00567-w	A Retrospective Review of Baclofen Treatment for Children with Rumination Syndrome at a Single Center.	2023	Journal Article
39677049	10.1002/wjo2.150	Assessing the auditory effects of oral chelation therapy drug Deferasirox in individuals with β-thalassemia major.	2023	Journal Article
39776590	10.1002/SMMD.20230044	Photodynamic therapy-induced precise attenuation of light-targeted semicircular canals for treating intractable vertigo.	2023	Journal Article
37529927	10.2217/nnm-2023-0092	Pharmaceutical characterization of probucol bile acid-lithocholic acid nanoparticles to prevent chronic hearing related and similar cellular oxidative stress pathologies.	2023	Journal Article
37606721	10.1007/s00784-023-05221-w	Analgesics effect of local diclofenac in third molar surgery: a randomized, controlled trial.	2023	Journal Article
37619459	10.1016/j.yebeh.2023.109369	Effectiveness, safety and tolerability of perampanel by age group when used to treat people with focal and generalized epilepsy in clinical practice: The PERMIT Extension study.	2023	Journal Article
37606190	10.1080/00016489.2023.2241511	The effects of continuous administration of diazepam on the recovery of lesion-induced nystagmus in unilaterally labyrinthectomised rats.	2023	Journal Article
37031766	10.1016/j.jneumeth.2023.109852	Neomycin-induced deafness in neonatal mice.	2023	Journal Article
37682124	10.1097/MD.0000000000035138	Low-dose nalmefene pretreatment reduces etomidate-induced myoclonus: A randomized, double-blind controlled trial.	2023	Randomized Controlled Trial
37108749	10.3390/ijms24087585	Cisplatin in Ovarian Cancer Treatment-Known Limitations in Therapy Force New Solutions.	2023	Journal Article
36861789	10.1002/pbc.30254	Ketamine use for management of vaso-occlusive pain in pediatric sickle cell disease.	2023	Journal Article
37789625	10.5152/iao.2023.231030	Ethanol-Induced Vestibular Dysfunction as a Model for Bilateral Vestibular Syndrome: Similarities in Video Head Impulse Test and Video-Oculography Data.	2023	Journal Article
38188707	10.4103/heartviews.heartviews_20_23	A Case of Ticagrelor-induced Seizure.	2023	Case Reports
37284927	10.1007/s40122-023-00530-0	Efficacy and Safety of Ketamine Versus Opiates in the Treatment of Patients with Renal Colic: A Systematic Review and Meta-analysis.	2023	Journal Article
37284319	10.3389/fphar.2023.1131354	Feasibility, and barriers to use escitalopram in functional gastrointestinal disorders.	2023	Journal Article
37486444	10.1186/s40634-023-00639-3	Dynamic intermittent compression cryotherapy with intravenous nefopam results in faster pain recovery than static compression cryotherapy with oral nefopam: post-anterior cruciate ligament reconstruction.	2023	Journal Article
37791592	10.1002/14651858.CD015462.pub2	Caffeine versus other methylxanthines for the prevention and treatment of apnea in preterm infants.	2023	Journal Article
37927747	10.7759/cureus.46414	Vigabatrin (Sabril) for the Treatment of Refractory Complex Focal Seizures in Adults: Pharmacologic and Clinical Considerations.	2023	Journal Article
37834990	10.3390/jcm12196346	Perioperative Analgesia and Patients' Satisfaction in Spinal Anesthesia for Cesarean Section: Fentanyl Versus Morphine.	2023	Journal Article
38711886	10.21037/acr-23-116	Leptomeningeal metastasis of breast cancer during neo-adjuvant chemotherapy in a 38-year-old woman: a case report.	2023	Case Reports
38686430	10.51507/j.jams.2024.17.2.69	Effects of Frequency-Controlled Ear Acupuncture on COVID-19- related Refractory Olfactory Dysfunction: a Randomized Clinical Trial.	2023	Journal Article
37927646	10.7759/cureus.46382	Knowledge and Awareness of Leukemia Among the Population of Eastern Province, Saudi Arabia.	2023	Journal Article
37920629	10.7759/cureus.46344	Comparison of the Analgesic Effects of Low-Dose Ketamine Versus Fentanyl in Patients With Long Bone Fractures in the Emergency Department: A Prospective Observational Study.	2023	Journal Article
38135344	10.1002/ajmg.a.63510	TREX-1 related Aicardi-Goutières syndrome improved by Janus kinase inhibitor.	2023	Case Reports
38429405	10.1007/s00276-024-03324-x	Measurements of oculo-palpebral landmarks and evaluation of patient's head position.	2023	Journal Article
37829299	10.3389/fphar.2023.1271776	Harder, better, faster, stronger? Retrospective chart review of adverse events of interactions between adaptogens and antidepressant drugs.	2023	Journal Article
37422825	10.55519/JAMC-02-11795	Comparison Of Solifenacin And Mirabegron For The Treatment Of Overactive Bladder.	2023	Journal Article
38225752	10.1002/advs.202305682	Personalized Porous Gelatin Methacryloyl Sustained-Release Nicotinamide Protects Against Noise-Induced Hearing Loss.	2023	Journal Article
38377931	10.1016/j.aquatox.2024.106865	Acidified water promotes silver-induced toxicity in zebrafish embryos.	2023	Journal Article
37608911	10.2147/IJWH.S401938	Oral Tetrahydrocannabinol (THC):Cannabinoid (CBD) Cannabis Extract Adjuvant for Reducing Chemotherapy-Induced Nausea and Vomiting (CINV): A Randomized, Double-Blinded, Placebo-Controlled, Crossover Trial.	2023	Journal Article
38195246	10.1093/biolre/ioae003	Sodium thiosulfate does not protect ovarian reserve from cisplatin-induced gonadotoxicity†.	2023	Journal Article
37013487	10.1186/s12871-023-02032-0	Opioid-sparing anesthesia with dexmedetomidine provides stable hemodynamic and short hospital stay in non-intubated video-assisted thoracoscopic surgery: a propensity score matching cohort study.	2023	Journal Article
37047688	10.3390/ijms24076712	Ethacrynic Acid: A Promising Candidate for Drug Repurposing as an Anticancer Agent.	2023	Journal Article
37644524	10.1186/s13011-023-00558-7	Nicotine dependence and associated factors among persons who use electronic e-cigarettes in Malaysia - an online survey.	2023	Journal Article
37069841	10.7759/cureus.37607	Syndrome of Inappropriate Antidiuretic Hormone Secretion (SIADH) Complicated by Generalized Tonic-Clonic Seizures After a Course of Antibiotics: A Case Report.	2023	Case Reports
37905291	10.7759/cureus.46202	Management of Bevacizumab-Induced Proteinuria Using an Angiotensin Receptor Blocker (ARB) in a Neurofibromatosis Type 2 (NF-2) Patient With Vestibular Schwannoma.	2023	Case Reports
37576350	10.1177/2050313X231191237	Sudden sensorineural hearing loss after receiving an inactivated viral vaccine, Sinopharm: Two-case report.	2023	Case Reports
37026784	10.1097/MAO.0000000000003867	Cytotoxicity of Tetracyclines in Human Tympanic Membrane Fibroblasts.	2023	Journal Article
37407376	10.1016/j.transproceed.2023.05.008	Management of COVID-19 Infection in a Small Bowel Transplant Recipient: A Case Report.	2023	Case Reports
36999467	10.11817/j.issn.1672-7347.2023.220151	Effects of bilateral erector spinae plane block for posterior lumbar spine surgery in elderly patients.	2023	Journal Article
37728481	10.4088/JCP.23m14791	The Use of Dispensary-Obtained Tetrahydrocannabinol as a Treatment for Neuropsychiatric Symptoms of Dementia.	2023	Journal Article
37100013	10.1016/j.biopha.2023.114704	Piceatannol protects against age-related hearing loss by inhibiting cellular pyroptosis and inflammation through regulated Caspase11-GSDMD pathway.	2023	Journal Article
37156044	10.1016/j.jhazmat.2023.131577	Bensulide-induced oxidative stress causes developmental defects of cardiovascular system and liver in zebrafish (Danio rerio).	2023	Journal Article
37316424	10.1016/j.oooo.2023.02.012	The use of liquid formulation pentoxifylline and vitamin E in both established and as a prophylaxis for dental extractions "at risk" of osteoradionecrosis.	2023	Journal Article
37798548	10.1007/s10162-023-00910-5	Histological Correlates of Auditory Nerve Injury from Kainic Acid in the Budgerigar (Melopsittacus undulatus).	2023	Journal Article
37752410	10.1021/acs.est.3c04336	Genetic and Epigenetic Evidence for Nonestrogenic Disruption of Otolith Development by Bisphenol A in Zebrafish.	2023	Journal Article
37080943	10.1002/adbi.202300090	Neutralization of Cannabidiol Neurotoxicity in Neuron-Astrocyte Sandwich Coculture.	2023	Journal Article
37537864	10.1080/10717544.2023.2242003	Sustained delivery of triamcinolone acetonide from a thermosensitive microemulsion gel system for the treatment of sensorineural hearing loss.	2023	Journal Article
38096707	10.1016/j.heares.2023.108927	Normal behavioral discrimination of envelope statistics in budgerigars with kainate-induced cochlear synaptopathy.	2023	Journal Article
38653908	10.1007/s12035-024-04179-4	Rutin Attenuates Gentamycin-induced Hair Cell Injury in the Zebrafish Lateral Line via Suppressing STAT1.	2023	Journal Article
38029647	10.1016/j.seizure.2023.11.010	Normalization and cross-sectional validation of an extended Adverse Event Profile (E AEP) in a large cohort of patients with epilepsy.	2023	Journal Article
38103445	10.1016/j.heares.2023.108916	Combinatorial Atoh1, Gfi1, Pou4f3, and Six1 gene transfer induces hair cell regeneration in the flat epithelium of mature guinea pigs.	2023	Journal Article
38406784	10.25122/jml-2023-0145	Patient safety: adverse effects of Clozapine and their management at the Psychiatric Hospital Ghrasia in Yogyakarta, Indonesia.	2023	Journal Article
37062025	10.1007/s00439-023-02554-0	Clinical and genome-wide association analysis of chemoradiation-induced hearing loss in nasopharyngeal carcinoma.	2023	Journal Article
38204275	10.2174/0115748863215954231214073053	Treatment Modalities for Trigeminal Neuralgia and the Need for Vigilance in Monitoring Adverse Drug Events: A Case Report.	2023	Case Reports
37824028	10.1007/s40264-023-01351-y	Adverse Drug Reactions to Opioids: A Study in a National Pharmacovigilance Database.	2023	Journal Article
38166663	10.1186/s12871-023-02377-6	Effect of esketamine on postpartum depression after labor analgesia and potential mechanisms: a randomized, double-blinded controlled trial.	2023	Randomized Controlled Trial
38187991	10.5339/qmj.2023.36	Cerebellar Leukoencephalopathy following Fentanyl Intoxication. A case report and review of the literature.	2023	Case Reports
38222901	10.2147/VHRM.S443995	Sildenafil Use and Cigarette Smoking Associated with Intracerebral Hemorrhage: A Rare Case Report.	2023	Case Reports
38200438	10.1186/s12871-023-02398-1	Esketamine pretreatment during cesarean section reduced the incidence of postpartum depression: a randomized controlled trail.	2023	Journal Article
37470650	10.4103/njcp.njcp_661_22	Effects of Oral Steroids Combined with Postauricular Steroid Injection on Patients with Sudden Sensorineural Hearing Loss with Delaying Intervention: A Retrospective Analysis.	2023	Journal Article
37984050	10.1016/j.amjoto.2023.104116	Efficacy and preservation of hearing with low-dose gentamicin in unilateral meniere's disease: A clinical symptomatology-based study.	2023	Journal Article
39435078	10.1016/j.heliyon.2024.e38938	A convolutional neural network model detecting lasting behavioral changes in mice with kanamycin-induced unilateral inner ear dysfunction.	2023	Journal Article
37578680	10.1007/s40122-023-00547-5	Pain Management with Inhalation of Methoxyflurane Administrated by Non-Medical Ski Patrol: A Quality Assessment Study.	2023	Journal Article
38143918	10.1177/26317745231219597	Evaluation of the sedative effect of sublingual lorazepam <i>versus</i> placebo in patients underwent endoscopy: a double-blind, randomized controlled clinical trial.	2023	Journal Article
37314111	10.1002/lary.30816	Effect of Late-Stage Meniere's Disease and Vestibular Functional Impairment on Hippocampal Atrophy.	2023	Journal Article
37647778	10.1016/j.amjoto.2023.104028	The effect of vitamin B12 on idiopathic tinnitus.	2023	Randomized Controlled Trial
37924365	10.1007/s00405-023-08285-2	Relationships between bilateral auditory brainstem activity and inter-implant interval in children with cochlear implants.	2023	Journal Article
35289220	10.1177/10781552221087611	Late side effects of cancer treatment in childhood cancer survivors.	2023	Journal Article
38476567	10.22038/IJORL.2024.67777.3311	Cerumenolytic Effects of Carbamide Peroxide in Patients with Ear Wax Obstruction.	2023	Journal Article
37508743	10.3390/children10071246	Role of Valganciclovir in Children with Congenital CMV Infection: A Review of the Literature.	2023	Journal Article
36734733	10.26355/eurrev_202301_31085	Efficacy and safety of single pill combination of amlodipine and valsartan in hypertensive Saudi patients.	2023	Journal Article
38428726	10.1016/j.neulet.2024.137693	Thermosensitive hydrogel containing ethosuximide-loaded multivesicular liposomes attenuates age-related hearing loss in C57BL/6J mice.	2023	Journal Article
37671832	10.1192/bjb.2023.71	A tool for safer prescribing in vulnerable adults: the continuing development of the Medichec app and website.	2023	Journal Article
38391601	10.3390/bioengineering11020115	Cybersickness in People with Multiple Sclerosis Exposed to Immersive Virtual Reality.	2023	Journal Article
36662389	10.1007/s40801-023-00351-9	Evidence of Accidental Dosing Errors with Immediate-Release Sodium Oxybate: Data from the US Food and Drug Administration Adverse Event Reporting System.	2023	Journal Article
37698649	10.1007/s00381-023-06146-1	Late effects of medulloblastoma treatment: multidisciplinary approach of survivors.	2023	Journal Article
37371302	10.3390/children10061071	Efficacy and Safety of Perampanel in Children with Drug-Resistant Focal-Onset Seizures: A Retrospective Review.	2023	Journal Article
38362260	10.17245/jdapm.2024.24.1.19	Identification of an effective and safe bolus dose and lockout time for patient-controlled sedation (PCS) using dexmedetomidine in dental treatments: a randomized clinical trial.	2023	Journal Article
38455836	10.7759/cureus.53702	Therapeutic Response of Meniere's Disease Utilizing Sorbus domestica.	2023	Journal Article
38336613	10.1186/s12871-024-02444-6	Combined rectus sheath block with transverse abdominis plane block by one puncture for analgesia after laparoscopic upper abdominal surgery: a randomized controlled prospective study.	2023	Randomized Controlled Trial
38375406	10.2147/JPR.S445000	Effect of Pericapsular Nerve Group Block with Different Concentrations and Volumes of Ropivacaine on Functional Recovery in Total Hip Arthroplasty: A Randomized, Observer-Masked, Controlled Trial.	2023	Journal Article
37171375	10.1097/AUD.0000000000001382	Typewriter Tinnitus: Value of ABR as a Diagnostic and Prognostic Indicator.	2023	Journal Article
38723006	10.1371/journal.pone.0302990	Taste alteration and its relationship with nutritional status among cancer patients receiving chemotherapy, cross-sectional study.	2023	Journal Article
38072030	10.1016/j.neulet.2023.137577	AdipoRon reduces cisplatin-induced ototoxicity in hair cells:possible relation to the regulation of mitochondrial biogenesis.	2023	Journal Article
38419883	10.22038/IJBMS.2024.73824.16048	Protective effects of naringin against oxaliplatin-induced testicular damage in rats: Involvement of oxidative stress, inflammation, endoplasmic reticulum stress, apoptosis, and histopathology.	2023	Journal Article
38387448	10.1159/000537916	Preliminary Evidence for the Effects of Gentamicin on Vertical Semicircular Canals.	2023	Journal Article
38101494	10.1016/j.toxlet.2023.12.007	Gentamicin administration leads to synaptic dysfunction in inner hair cells.	2023	Journal Article
38101458	10.1016/j.neuro.2023.12.009	Cobalt-induced apoptosis of cochlear organotypic cultures and HEI-OC1 cells is mediated by Dicer.	2023	Journal Article
38085767	10.1097/MAO.0000000000004074	Cortisol Sensitizes Cochlear Hair Cells to Gentamicin Ototoxicity Via Endogenous Apoptotic Pathway.	2023	Journal Article
38217055	10.1186/s40659-023-00475-w	MSC-derived exosomes protect auditory hair cells from neomycin-induced damage via autophagy regulation.	2023	Journal Article
38192850	10.1016/j.heliyon.2023.e23750	Formononetin ameliorates cisplatin-induced hair cell death via activation of the PI3K/AKT-Nrf2 signaling pathway.	2023	Journal Article
